StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/7/21 11:13,3/7/21 11:18,100,339,TRUE,3/7/21 11:18,R_22zYD0W8YKTFW5w,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Rarely,Sometimes,No,,Sometimes,Never,Not applicable,A little,Some,Always,Sometimes,Sometimes,Very often,Very often,Not applicable,Slightly,Never,,Less than once a month,Very often,Never,Never,Never,Sometimes,A few,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very often,Worsened,Eyebrows and eyes,stomach fat,Face,Hair,No,Yes,Behavioral therapy,No,,...second year,Male,19
3/7/21 11:13,3/7/21 11:20,100,368,TRUE,3/7/21 11:20,R_3PY8rR1m6dvu0uM,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Sometimes,Very often,No,,Very often,Very often,Not applicable,Not at all,A little,Very often,Never,Sometimes,Rarely,Very often,Sometimes,Somewhat,Rarely,Very often,Less than once a month,Rarely,Never,Never,Never,Rarely,Some,Sometimes,Sometimes,Never,Sometimes,Very often,Rarely,Stayed about the same,my eyes and hands,"stomach, legs, arms, face",my face,my stomach,Yes,Yes,"mental health services, nutritionist",No,,...second year,Female,20
3/7/21 11:15,3/7/21 11:20,100,282,TRUE,3/7/21 11:20,R_1jHRlbomwLqo8fe,EN,Very healthy,Rarely,Rarely,Sometimes,Very Often,Never,Never,No,,Sometimes,Rarely,Not applicable,A little,Some,Very often,Never,Very often,Never,Never,Not applicable,Very,Rarely,Rarely,Less than once a month,Never,Very often,Never,Sometimes,Never,Most,Rarely,Sometimes,Sometimes,Never,Rarely,Very often,Worsened,eyes or hair,physique,hair,fitness,No,Yes,dermatologist for alopecia,No,,...first year,Male,20
3/7/21 11:16,3/7/21 11:20,100,250,TRUE,3/7/21 11:20,R_3oRwi9d5ToV9Z7K,EN,Not at all healthy,Very often,Very often,Very often,Sometimes,Rarely,Rarely,Yes,Very often,,Rarely,Sometimes,Not at all,A little,Always,Extremely often,Extremely often,Very often,Very often,Always,Not at all,Very often,Very often,Less than once a month,Sometimes,Never,Sometimes,Rarely,Sometimes,Most,Rarely,Sometimes,Rarely,Very often,Rarely,Sometimes,Improved,hair,legs,size,shape,No,No,,No,,...first year,Female,18
3/7/21 11:15,3/7/21 11:23,100,522,TRUE,3/7/21 11:23,R_2EENl2mIfrTvpvX,EN,Somewhat healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,No,,Rarely,Rarely,Never,A little,Not at all,Sometimes,Never,Never,Rarely,Rarely,Not applicable,Somewhat,Sometimes,Rarely,Once or twice a month,Rarely,Rarely,Never,Never,Never,Some,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Stayed about the same,chest,legs,legs,face,No,No,,No,,...first year,Male,19
3/7/21 11:20,3/7/21 11:24,100,234,TRUE,3/7/21 11:24,R_ePsxQsFyKFl3lzb,EN,Somewhat healthy,Very often,Very often,Rarely,Very Often,Rarely,Sometimes,Yes,Sometimes,,Rarely,Rarely,Some,A little,Very often,Sometimes,Extremely often,Sometimes,Very often,Always,Not at all,Sometimes,Very often,Less than once a month,Rarely,Sometimes,Never,Extremely often,Never,Most,Always,Extremely often,Sometimes,Sometimes,Never,Sometimes,Stayed about the same,My butt,My facr,My skin,My stomach ,Yes,Yes,Therapy,No,,...first year,Female,19
3/7/21 11:20,3/7/21 11:25,100,311,TRUE,3/7/21 11:25,R_SNzMMwTEvvGAIdX,EN,Very healthy,Sometimes,Never,Rarely,Rarely,Never,Never,Yes,Rarely,,Never,Rarely,Not at all,A little,Sometimes,Rarely,Never,Never,Rarely,Never,Very,Sometimes,Rarely,Less than once a month,Rarely,Never,Never,Rarely,Never,Most,Sometimes,Sometimes,Never,Never,Never,Never,Stayed about the same,My butt,My breasts,My face,My waist,No,No,,No,,...first year,Female,18
3/7/21 11:21,3/7/21 11:27,100,377,TRUE,3/7/21 11:27,R_xu2j60tsHZiL8TT,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Rarely,Sometimes,No,,Sometimes,Sometimes,Rarely,Some,Quite a bit,Very often,Never,Very often,Sometimes,Very often,Rarely,Somewhat,Sometimes,Very often,Less than once a month,Sometimes,Rarely,Never,Rarely,Rarely,A few,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Stayed about the same,arms,stomach,stomach,arms,No,No,,No,,...third year,Female,21
3/7/21 11:26,3/7/21 11:29,100,173,TRUE,3/7/21 11:29,R_1GKAWob1jMd1V3G,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Never,Sometimes,No,,Sometimes,Sometimes,Not applicable,Some,Some,Very often,Very often,Very often,Sometimes,Never,Never,Somewhat,Very often,Very often,Once or twice a month,Sometimes,Never,Never,Never,Never,Some,Rarely,Very often,Rarely,Rarely,Rarely,Sometimes,Worsened,,,,,No,No,,No,,...third year,Female,21
3/7/21 11:24,3/7/21 11:30,100,336,TRUE,3/7/21 11:30,R_sHUO8riYxQsuXwR,EN,Very healthy,Very often,Very often,Sometimes,Very Often,Never,Extremely often,No,,Very often,Never,Never,Not at all,Some,Very often,Very often,Sometimes,Never,Rarely,Not applicable,Somewhat,Very often,Very often,Less than once a month,Never,Sometimes,Never,Never,Never,A few,Very often,Very often,Rarely,Sometimes,Rarely,Very often,Improved,my abs,my arms,my abs,arms,Yes,No,,No,,...first year,Female,20
3/7/21 11:26,3/7/21 11:30,100,216,TRUE,3/7/21 11:30,R_R8rRVIF51ELJlsd,EN,Extremely healthy,Never,Never,Never,Rarely,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Never,Never,Never,Never,Never,Not applicable,Extremely,Rarely,Never,Less than once a month,Never,Never,Never,Never,Never,Most,Sometimes,Very often,Never,Never,Never,Sometimes,Stayed about the same,Everything. I am perfect,"none. But if I had to pick, it would be acne.",face,hair,No,No,,No,,...first year,Female,18
3/7/21 11:30,3/7/21 11:34,100,220,TRUE,3/7/21 11:34,R_1dccAPdsnk2ojDn,EN,Somewhat healthy,Very often,Rarely,Very often,Very Often,Rarely,Very often,No,,Sometimes,Never,Not applicable,Some,Quite a bit,Always,Sometimes,Rarely,Rarely,Sometimes,Very often,Slightly,Very often,Very often,Once a week,Very often,Never,Never,Never,Never,Some,Rarely,Sometimes,Never,Very often,Extremely often,Never,Worsened,My height and athletic ability,my acne and my stomach. I'm no longer in good shape because I don't play any sports anymore,acne,stomach,No,No,,No,,...first year,Female,19
3/7/21 11:30,3/7/21 11:34,100,266,TRUE,3/7/21 11:34,R_2BnUTVcDam9RHcJ,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,Yes,Never,,Never,Not applicable,Not at all,Not at all,Always,Very often,Sometimes,Never,Rarely,Very often,Slightly,Sometimes,Very often,Less than once a month,Rarely,Never,Never,Never,Never,Some,Very often,Extremely often,Never,Rarely,Sometimes,Never,Worsened,Hair,Stomach,Skin,Complexion,No,No,,No,,...fourth year,Female,21
3/7/21 11:28,3/7/21 11:38,100,590,TRUE,3/7/21 11:38,R_1DA9oqqhbnCTqfp,EN,Somewhat healthy,Never,Never,Never,Very Often,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Never,Never,Never,Never,Not applicable,Very,Very often,Never,Less than once a month,Never,Rarely,Never,Never,Never,Most,Never,Never,Never,Never,Never,Very often,Stayed about the same,Arms,Back,Try to be equal,,No,No,,No,,...second year,Male,20
3/7/21 11:34,3/7/21 11:38,100,279,TRUE,3/7/21 11:38,R_1qb4exNMALBQmMx,EN,Not at all healthy,Always,Very often,Extremely often,Extremely often,Rarely,Extremely often,Yes,Extremely often,,Sometimes,Sometimes,A great deal,A great deal,Always,Extremely often,Extremely often,Extremely often,Always,Rarely,Very,Extremely often,Extremely often,Once or twice a month,Very often,Never,Never,Extremely often,Extremely often,Some,Never,Very often,Very often,Extremely often,Extremely often,Sometimes,Worsened,My breasts,My stomach,My stomach,My butt,No,No,,No,,...first year,Female,19
3/7/21 11:21,3/7/21 11:39,100,1070,TRUE,3/7/21 11:39,R_3Le9eoCK1kzzw7x,EN,Somewhat healthy,Sometimes,Rarely,Very often,Extremely often,Rarely,Rarely,Yes,Sometimes,,Never,Rarely,Some,Quite a bit,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Somewhat,Very often,Very often,Once a week,Very often,Sometimes,Rarely,Rarely,Rarely,Most,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Rarely,Worsened,my legs,my butt,face,stomach,Yes,Yes,"therapist, counselor, nutritionist, medical provider",Yes,anorexia,...first year,Female,18
3/7/21 11:33,3/7/21 11:39,100,368,TRUE,3/7/21 11:39,R_1jkWrCNJGruxhOO,EN,Not at all healthy,Very often,Sometimes,Extremely often,Extremely often,Never,Sometimes,Yes,Never,,Never,Never,A little,Quite a bit,Always,Extremely often,Extremely often,Extremely often,Always,Rarely,Very,Very often,Very often,More than once a day,Very often,Never,Never,Never,Never,A few,Never,Sometimes,Never,Never,Never,Never,Stayed about the same,legs and face,tummy,tummy,thighs,No,Yes,therapy,No,,...first year,Female,18
3/7/21 11:31,3/7/21 11:41,100,639,TRUE,3/7/21 11:41,R_2fqy89pXn8ZRUX4,EN,Very healthy,Rarely,Never,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Not applicable,A little,Some,Sometimes,Sometimes,Never,Rarely,Never,Never,Very,Sometimes,Never,Less than once a month,Never,Never,Never,Never,Never,Some,Sometimes,Very often,Never,Never,Never,Very often,Stayed about the same,my smile,none,skin,butt,Yes,No,,No,,...first year,Female,19
3/7/21 11:43,3/7/21 11:48,100,342,TRUE,3/7/21 11:48,R_cwGtbOoIkyKu3jr,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Never,No,,Never,Never,Never,Not at all,Not at all,Always,Very often,Very often,Rarely,Never,Never,Very,Extremely often,Very often,Less than once a month,Sometimes,Never,Never,Never,Rarely,A few,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Improved,Butt,Thighs,Abs,Thighs,No,No,,No,,...first year,Female,19
3/7/21 11:47,3/7/21 11:51,100,206,TRUE,3/7/21 11:51,R_3OqVMm1wpdhzlx7,EN,Somewhat healthy,Sometimes,Sometimes,Very often,Extremely often,Never,Never,No,,Never,Never,Not applicable,A little,A little,Always,Sometimes,Sometimes,Never,Never,Never,Very,Very often,Very often,Once or twice a month,Sometimes,Rarely,Rarely,Never,Never,Some,Sometimes,Rarely,Rarely,Very often,Sometimes,Rarely,Improved,my nose,my legs,stomach,legs,No,No,,No,,...first year,Female,19
3/7/21 11:47,3/7/21 11:52,100,261,TRUE,3/7/21 11:52,R_2TtLcAjolv5LrzS,EN,Very healthy,Never,Never,Never,Rarely,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Rarely,Never,Never,Never,Never,Not applicable,Very,Sometimes,Never,Less than once a month,Never,Never,Never,Never,Never,Most,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Stayed about the same,I wouldn't say I'm particularly satisfied with any particular part over another.,I don't have anything I'm dissatisfied with.,I don't really give any specific part attention,Just really whatever I feel needs attention at a given time. It'll vary constantly.,No,No,,No,,...first year,Female,18
3/7/21 11:45,3/7/21 11:52,100,427,TRUE,3/7/21 11:52,R_3QFPDxoAZaPLKkZ,EN,Very healthy,Rarely,Never,Rarely,Sometimes,Never,Rarely,Yes,Never,,Never,Rarely,A little,Quite a bit,Rarely,Never,Never,Sometimes,Rarely,Not applicable,Slightly,Sometimes,Rarely,Less than once a month,Never,Never,Never,Never,Never,A few,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Improved,eyeballs,lower back/buttox,skin (specifically tinea versicolor patches),boobs,No,No,,No,,...second year,Female,20
3/7/21 11:47,3/7/21 11:54,100,427,TRUE,3/7/21 11:54,R_1C7TKAD0W3IJaDp,EN,Somewhat healthy,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Yes,Rarely,,Never,Rarely,A little,Not at all,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Somewhat,Very often,Sometimes,Less than once a month,Rarely,Sometimes,Never,Never,Rarely,Most,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Improved,my smile,face shape,eyebrows,waist,No,No,,No,,...first year,Female,18
3/7/21 11:49,3/7/21 11:54,100,334,TRUE,3/7/21 11:54,R_8pn66e5IhB2lT69,EN,A little healthy,Always,Sometimes,Very often,Extremely often,Very often,Extremely often,Yes,Rarely,,Sometimes,Very often,Some,Some,Always,Rarely,Sometimes,Rarely,Very often,Sometimes,Somewhat,Rarely,Extremely often,Once or twice a month,Sometimes,Never,Never,Rarely,Never,A few,Rarely,Rarely,Rarely,Extremely often,Extremely often,Extremely often,Worsened,my eyes,my thighs,my makeup,my hair,No,No,,No,,...first year,Female,29
3/7/21 11:54,3/7/21 11:59,100,303,TRUE,3/7/21 11:59,R_2Bl1ReLpTjzhelY,EN,Very healthy,Sometimes,Never,Sometimes,Sometimes,Never,Never,Yes,Rarely,,Never,Never,Not at all,Not at all,Very often,Very often,Very often,Sometimes,Rarely,Never,Somewhat,Very often,Never,Less than once a month,Never,Never,Never,Never,Never,A few,Rarely,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Stayed about the same,boobs ,stomach ,stomach ,thighs ,No,No,,No,,...first year,Female,18
3/7/21 11:54,3/7/21 12:00,100,355,TRUE,3/7/21 12:00,R_NW5OjWn45cHMnBL,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Yes,Never,,Never,Never,A little,A little,Very often,Very often,Sometimes,Sometimes,Rarely,Rarely,Very,Very often,Sometimes,Less than once a month,Sometimes,Never,Never,Rarely,Never,A few,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Worsened,My legs,My stomach,Stomach ,Arms,No,No,,No,,...fifth year or more,Female,23
3/7/21 11:59,3/7/21 12:04,100,324,TRUE,3/7/21 12:04,R_9HUqHr5Ldfzg7jH,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Sometimes,Never,No,,Sometimes,Very often,Not applicable,Not at all,Not at all,Very often,Very often,Rarely,Never,Sometimes,Not applicable,Somewhat,Sometimes,Extremely often,Once or twice a month,Sometimes,Very often,Never,Rarely,Never,Most,Sometimes,Rarely,Rarely,Sometimes,Very often,Sometimes,Stayed about the same,Jawline ,Too skinny,Arms,Hands,No,No,,No,,...first year,Male,21
3/7/21 12:02,3/7/21 12:06,100,255,TRUE,3/7/21 12:06,R_2R1WrKZJxk4bzQg,EN,A little healthy,Sometimes,Never,Sometimes,Sometimes,Rarely,Very often,No,,Very often,Sometimes,Not applicable,Not at all,A little,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not applicable,Slightly,Sometimes,Rarely,Less than once a month,Rarely,Never,Never,Sometimes,Sometimes,None,Sometimes,Very often,Very often,Very often,Very often,Sometimes,Worsened,Arms,Stomach / Gut,Skin Complexion,Weight,No,No,,No,,...second year,Male,19
3/7/21 12:02,3/7/21 12:08,100,339,TRUE,3/7/21 12:08,R_qKjOsj5y850rK93,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Never,Never,Yes,Never,,Never,Not applicable,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Rarely,Not applicable,Very,Very often,Sometimes,Once or twice a month,Sometimes,Rarely,Never,Never,Rarely,Some,Rarely,Rarely,Rarely,Never,Never,Sometimes,Stayed about the same,Traps and shoulders,gut,,,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,23
3/7/21 12:04,3/7/21 12:12,100,505,TRUE,3/7/21 12:12,R_3DvCfJmvxMmUNhi,EN,A little healthy,Sometimes,Sometimes,Very often,Very Often,Sometimes,Extremely often,No,,Sometimes,Sometimes,Sometimes,Quite a bit,Some,Very often,Very often,Extremely often,Very often,Very often,Sometimes,Slightly,Sometimes,Very often,Less than once a month,Very often,Never,Never,Never,Never,Some,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Worsened,,legs,face,lower body,Yes,Yes,therapy,Yes,binge eating disorder,...third year,Female,20
3/7/21 12:11,3/7/21 12:17,100,331,TRUE,3/7/21 12:17,R_2yre3RRZm7FYFpZ,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Sometimes,No,,,,,Not at all,A little,Very often,Never,Very often,Never,Always,Never,Very,Rarely,Very often,More than once a day,Sometimes,Never,Never,Never,Never,Most,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Stayed about the same,legs,stomach,nails,legs,No,No,,No,,...second year,Female,20
3/7/21 12:19,3/7/21 12:23,100,207,TRUE,3/7/21 12:23,R_1CyDXWe1eTzE32M,EN,A little healthy,Sometimes,Never,Sometimes,Very Often,Never,Sometimes,No,,Never,Rarely,Always,Not at all,A little,Very often,Rarely,Very often,Never,Sometimes,Sometimes,Not at all,Never,,Less than once a month,Extremely often,Never,Never,Sometimes,Sometimes,All,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Stayed about the same,Boobs,Stomach/waist,Stomach,Face,No,No,,No,,...second year,Female,19
3/7/21 12:24,3/7/21 12:28,100,277,TRUE,3/7/21 12:28,R_bgvUvVZ1Fwu4sDf,EN,Somewhat healthy,Rarely,Rarely,Rarely,Rarely,Never,Never,No,,Never,Never,Never,Not at all,Not at all,Sometimes,Rarely,Sometimes,Never,Never,Not applicable,Somewhat,Very often,Sometimes,Less than once a month,Rarely,Sometimes,Never,Never,Never,Most,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Worsened,Physique,Hair,Hair,Physique,No,No,,No,,...third year,Male,21
3/7/21 12:26,3/7/21 12:29,100,194,TRUE,3/7/21 12:29,R_1Ka4YWqKY2O5HjR,EN,Very healthy,Never,Sometimes,Never,Sometimes,Never,Never,No,,Sometimes,Never,Rarely,Not at all,Not at all,Very often,Sometimes,Rarely,Never,Never,Not applicable,Very,Very often,Sometimes,Once a week,Rarely,Rarely,Never,Never,Never,All,Never,Never,Rarely,Never,Never,Never,Stayed about the same,Abs ,Chest,Arms ,Abs,No,No,,No,,...third year,Male,21
3/7/21 12:27,3/7/21 12:31,100,256,TRUE,3/7/21 12:31,R_4VgbNSYiKulAzgl,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Rarely,Sometimes,No,,Sometimes,Sometimes,Not applicable,Not at all,Not at all,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very often,Somewhat,Sometimes,Extremely often,Less than once a month,Sometimes,Never,Never,Sometimes,Never,Some,Rarely,Sometimes,Rarely,Sometimes,Very often,Very often,Worsened,Hair,weight,weight,face shape,Yes,No,,No,,...first year,Female,19
3/7/21 12:31,3/7/21 12:35,100,233,TRUE,3/7/21 12:35,R_1g1NK883Kch0JBq,EN,Not at all healthy,Always,Sometimes,Extremely often,Very Often,Never,Sometimes,Yes,Very often,,Rarely,Rarely,Some,Quite a bit,Very often,Sometimes,Very often,Extremely often,Very often,Never,Somewhat,Very often,Extremely often,Once a week,Extremely often,Never,Sometimes,Rarely,Never,Some,Very often,Extremely often,Sometimes,Very often,Extremely often,Very often,Improved,fingers,stomach and thighs,stomach,legs,No,No,,No,,...third year,Female,20
3/7/21 12:32,3/7/21 12:36,100,250,TRUE,3/7/21 12:36,R_sbSnvn3Im096I3D,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Very often,No,,Sometimes,Sometimes,Not applicable,Not at all,Not at all,Rarely,Never,Never,Rarely,Sometimes,Not applicable,Somewhat,Rarely,Sometimes,Less than once a month,Rarely,Never,Never,Rarely,Sometimes,Most,Rarely,Rarely,Never,Sometimes,Sometimes,Very often,Improved,My hair,My waist,Waist,Legs,No,No,,No,,...first year,Male,19
3/7/21 12:33,3/7/21 12:37,100,255,TRUE,3/7/21 12:37,R_snzyqvChincT4dj,EN,Very healthy,Sometimes,Never,Rarely,Rarely,Never,Never,No,,Rarely,Rarely,Not applicable,Not at all,Not at all,Sometimes,Never,Rarely,Rarely,Never,Never,Somewhat,Sometimes,Sometimes,Less than once a month,Never,Sometimes,Never,Rarely,Never,Some,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Stayed about the same,waist,nose,skin,,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,24
3/7/21 12:35,3/7/21 12:42,100,390,TRUE,3/7/21 12:42,R_2BhZqyRZOmDJQVQ,EN,Not at all healthy,Very often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Yes,Very often,,Very often,Never,A little,Quite a bit,Rarely,Rarely,Very often,Sometimes,Always,Never,Very,Never,,Less than once a month,Sometimes,Never,Never,Sometimes,Sometimes,A few,Sometimes,Extremely often,Sometimes,Sometimes,Rarely,Very often,Stayed about the same,skin,stomach,skin,face,No,Yes,therapist,Yes,anorexia,...fourth year,Female,22
3/7/21 12:35,3/7/21 12:44,100,516,TRUE,3/7/21 12:44,R_1Q0GAYjpRi1Ctmj,EN,Very healthy,Sometimes,Never,Sometimes,Very Often,Rarely,Never,Yes,Sometimes,,Never,Never,A little,A little,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Slightly,Very often,Sometimes,More than once a day,Very often,Never,Never,Sometimes,Never,Some,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Stayed about the same,My face,My calves,Abs,calves,No,No,,No,,...second year,Male,19
3/7/21 12:39,3/7/21 12:44,100,276,TRUE,3/7/21 12:44,R_3ktRz7PjLpvnsHX,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Yes,Rarely,,Sometimes,Very often,A little,A little,Rarely,Rarely,Rarely,Sometimes,Very often,Rarely,Somewhat,Rarely,Sometimes,Less than once a month,Very often,Never,Never,Sometimes,Sometimes,Some,Sometimes,Very often,Never,Never,Very often,Extremely often,Stayed about the same,eyes,stomach,eyes,stomach,Yes,Yes,dietician and therpist,No,,...fourth year,Female,21
3/7/21 12:40,3/7/21 12:46,100,357,TRUE,3/7/21 12:46,R_1NymVAzIDn0i9vI,EN,Very healthy,Sometimes,Sometimes,Sometimes,Extremely often,Never,Rarely,Yes,Never,,Never,Never,Some,Some,Always,Sometimes,Very often,Rarely,Never,Not applicable,Somewhat,Extremely often,Extremely often,Once a day,Sometimes,Sometimes,Never,Never,Never,All,Rarely,Rarely,Sometimes,Never,Rarely,Very often,Improved,I’ve lost 30 lbs since freshman year and have been lifting weights to build muscle every since.,"Want a bigger chest, shoulders and arms",Arms,Abs,No,No,,No,,...third year,Male,21
3/7/21 12:46,3/7/21 12:50,100,268,TRUE,3/7/21 12:50,R_3HXHBMuJzrf0R5v,EN,Somewhat healthy,Always,Very often,Very often,Very Often,Sometimes,Sometimes,Yes,Rarely,,Rarely,Never,Some,A little,Very often,Sometimes,Very often,Sometimes,Very often,Rarely,Somewhat,Rarely,Sometimes,Once or twice a month,Sometimes,Never,Never,Rarely,Rarely,Some,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Worsened,,,,,No,No,,No,,...first year,Female,18
